Text,labels
Enakum antha prblm iruku liteta 🤘,Non-sarcastic
Bollywood kalank se bhi better film hoga,Non-sarcastic
viewers plz take a 10 million views,Non-sarcastic
13m views make it 15m.lets begin...........................................,Non-sarcastic
மெட்ரா என்னா மோட்ரு அங்கிள் 🤣🤣  பாப்பாவுக்கு ஆர்வம் தாக்குலா,Sarcastic
Vijay ah pathu sirikaraiyaaaaaaa...Avoid that bro plzzzzzz...,Non-sarcastic
Thalaivan U1 veraaa levelll BGM kola masssss,Sarcastic
NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK,Non-sarcastic
1st like ....thalaivar massss vera level ....sarkar la oram odhungu,Sarcastic
Jai... Vijay Sethu pathi Jai.... Chiranjeevaa.... Syeraa... Narasimha Reddy Syeraa.... Vijay pandya,Sarcastic
super mass.. keep rocking surya. :-),Non-sarcastic
"Indha padathai anbumaniyum , ramadoss, maridoss, rangaraj paday, rj balaji, yg mahe, seeman thumbis, admk adimais, bjp and rss karan parathu hit seiya vendum, neengal seiveergala, neengal seiveergala",Non-sarcastic
Nyc Ami Bangladeshi Tamil movie Amar valo lage,Non-sarcastic
Ayioooooo vera vera vera vera level,Sarcastic
உதயநிதி ஸ்டாலின் அவர்களின் புதிய தோற்றம் வரவேற்கத்தக்கது திரையரங்கில் காண எதிர்நோக்கி இருக்கின்றன...,Non-sarcastic
சாதி சாக்கடைகள் நிறைந்த பகுதி......யாரும் கமாண்டை பார்க்க வேண்டாம்,Non-sarcastic
Vera level Chiyaan Vikram sir superb,Non-sarcastic
திரௌபதி  அம்மனாக வந்து மிரட்டும் மண் தொட்டாலும் பெண்ணதொட்டாலும் வெட்டுவொம்  வசனம்  மாஸ்  செம மாஸ் நெல்லை சத்ரியன் வம்சம்,Non-sarcastic
Andha fight scene la yarukkellam pullarichudhu,Sarcastic
Super star Rajinikanth in Chitti avatar... WOW,Non-sarcastic
Petta trailer Sema Marana Mass waiting,Sarcastic
Othaaaa punda mavanae thalaivar ah thappa sollura,Non-sarcastic
ஓரு தரப்பு பிரசனய பார்த்தோம் ஈப்போ மாருதருப்பு பிரசனய நாம் பாப்போம் சத்ரியன்,Non-sarcastic
Mass song song da. THALA FAN da🦁🦁🦁🦁🦁,Non-sarcastic
திரோபதி பெண்களுக்கான விழிப்புணர்வு படமாக இருக்கும் மோகன்ஜி அவர்களுக்கு வாழ்த்துக்கள்,Non-sarcastic
"Superb Song.   Frm Bengaluru, luv U THALA.  Anirudh rocks",Non-sarcastic
Bigil Trailer Ku Aprm Vanthavanga Mattum Like Pannunga,Non-sarcastic
RAKSHITH SHETTY   Come on Tamil Nadu    hit like      SUBSCRIBE,Non-sarcastic
Nkp big block buster hit kudukkum,Non-sarcastic
Super padam rajini sir trailare ippadi athirutunna parameter eppadi irukkum,Non-sarcastic
"Suriya, Ipadiye ne nadichutu irindhena, S10 la thonda vali vandhu sethruve, illa nanga kaadhu vali vanthu sethuruvom.",Sarcastic
Arumai ya irukku vetri pera vazhththukkal by Thalapathy veriyan,Non-sarcastic
Chiyan vikram sir always MASS hero I m waiting kadaram kondan  movie,Non-sarcastic
Str fans vj fans treat erku,Non-sarcastic
Adchi Oda vidu ellarayum orama nadandhu varareda enga thala veerama  all thala bloods hit like her,Sarcastic
Inum Niraya Niraya Niraya ethirpakra....  Love you Thala,Non-sarcastic
Nethanepa nama valanumna yaravenalum kollalamnu sonna???,Sarcastic
Movie Vera level mega monster movie,Non-sarcastic
Waiting for  Suriya - Lokesh combo  ! #IrumbuKai_Maayaavi,Non-sarcastic
thalaivaa vetri endra sollai neengal vittu vachathillai........... engalukku periya treat..... i am  waiting,Non-sarcastic
Waiting for part  Kerala pasanga like!,Non-sarcastic
Surya Anna masss by sfc big fan,Non-sarcastic
intha trailer ku dislike varuthu ..konjam avathu cinema va rasanai odu parunga da,Sarcastic
Naataga kadhal endru name vechi irrukalam,Non-sarcastic
Thala Vera Level Maas  U1 Bgm Ultimate,Non-sarcastic
NGK ... Nandha Gopalan Kumaran .,Non-sarcastic
Entha pundamavanuvo intha maathiri trailer ku dislike panranuvonu therla payangara vayiru erichala nu nenaiken 🤣🤣🤔🤔,Sarcastic
Bairavaa is no good Š3 is šo good,Non-sarcastic
I am waiting my sweet dr,Non-sarcastic
Kangana looking as “Paagal” as ever🤣🤣🤣,Sarcastic
உங்களுக்கு இலவச முதுகலை கல்வி மற்றும்  கல்வி உதவித்தொகை (scolership) அரசுபணிக்கு முன்னுரிமை இப்படி இருந்தும் முன்னேறாம  எங்கவீட்டு மண்ணுக்கும் பொண்ணுக்கும் இனிமேல்  ஆசைபடாதிங்கடா...... மக்கள் மனதை நன்கு   அறிந்த  மோகன் G க்கு  நன்றி..,Non-sarcastic
Thala Ena Thala ketta mass ah irukiyae,Sarcastic
Elam mariduchi Sam.c.s oda thara  ra thara ra matum marala  but nalaruku,Sarcastic
Sotta thala rajini kili kili kili,Sarcastic
trailer is awesome ithelayum night menakettu ukkanthu dislike podreenga parunga paaru yenda ungalukala vera velaye illaya,Sarcastic
Thatha kodumai Thangala..2.0 Shankar direct pannathunala Thaaru maaru..Thatha Nee retire Aayidu innum ethanai Naal Kolla pora.. Kodumai..,Sarcastic
Akshay Kumar ku Tamil voice yaaruya koduthathu?,Sarcastic
Adra adra adra thalaivaaaaaaaaaaaaaaaaaaaaaa teaser vera lvl surya annaaaaaaaa,Non-sarcastic
Look like dynosre in last seen,Sarcastic
Cell Phone disasters...  SIVAKUMAR Selfie,Sarcastic
முக்குலத்தோர் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,Non-sarcastic
ஒரு தாழ்தபட்ட சமுதாய மக்களுக்கு தூண்டி விடும் தலைவர்க்கு தக்க பதில் அடி தரும்,Non-sarcastic
Tharamaana sambavam irukku nu mattum nalla theriyudhu... Padam vera level  la iruka podhu...,Non-sarcastic
Indha movie hit aavudhu vurudhi,Non-sarcastic
"Karthik subbaraj yaaru da ne, una dhan da nanga ithana varsham theditu irundhom, thanks for creating the marana rajinism",Sarcastic
Me no so so in love love an,Non-sarcastic
One more epic blockbuster after KGF from kannada industry,Non-sarcastic
Paahhhhhhhhhhhhhh. Semmaaaaaaa . Superrrrrrrrrrr wat aaaa graphicssssssssss,Non-sarcastic
"Over Boiled Egg🥚...  Release ki time pe Director ko fire karke Direction bhi Karega Ye boiled egg... Then Kangana Ranaut's Talaivi Hoga ye, Aisa movie banane k lie Jaylalita ka naam use nahi karna tha Jhansi rani me yahi kiya ye heroine",Non-sarcastic
பீனிக்ஸ் பறவை மாதிரி எரிக்க எரிக்க எழுந்து வரான்!,Non-sarcastic
"yaarukku vayasaayidichu, petta trailer paatha ilam herokkalukku super star pattam KANAVU thaan.",Sarcastic
2019 thalaivartha... ngk ..kaapan...soorarai potru....yeeeeeeeepaaa.. vera lvl .....surya veriyamzzzzz .....like here,Non-sarcastic
Thala mysskin   Epavume unique thaan ....Trailer Mirattuthu,Non-sarcastic
சாதிகள் உள்ளதடி  பாப்பா!!  குல தாழ்வுகள் அதிகம்  இருக்குதடி பாப்பா!!  இங்கு எவனையும் திருத்த முடியாதடி பாப்பா!!,Non-sarcastic
Love u thalaivaaaaaaa avangala aarani Anastasia's Alabama and Anastasia's,Non-sarcastic
"கொங்கு வெள்ளாள கவுண்டன், பெருங்குடி கூட்டத்தின் புதல்வன் சார்பாக வெற்றி அடைய வாழ்த்துக்கள்.",Non-sarcastic
Tamil cinema Vai oulagatharathircku kondu sellum muyarchi  Sankar hotsap,Non-sarcastic
thala ni oru mundham un padam dhandom,Sarcastic
Indha movie kandipa nalla irukumnu ninaichavangala neenga 🤚,Non-sarcastic
Open bob and show vagene pls,Non-sarcastic
"4 heroesum marana mass  str ,arun vijay ,vijay sethupathi ,aravind sami",Non-sarcastic
Naeeeeeeeee dmk naeeee copy movie da uday stalin mokka,Sarcastic
எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம்(உசுரு). எவன் கைய வச்சாலும்(கைய)தலைய வெட்டுவேம்........,Non-sarcastic
Ena thala solama kolama vanthutiga...... Vera level acting,Non-sarcastic
Thala daa.. dislike pandravan kundi yerichal la .. gommala ungalukku laam idhavida bayangarama sambavam irukku da,Sarcastic
* இது ஜாதி படம் இல்லை * பெண்களை அரக்கர்களிடம் இருந்து காப்பாற்றும் படம். * ட்ரைலரை பார்த்து விட்டு யார்  கோபபடுகிறார்களோ அவர் தான் அரக்கர்கள்.,Non-sarcastic
Trailer 1million like varalanu yaarellam feel panringa,Non-sarcastic
Thalaivaa vera level.i love u thalaivaa,Non-sarcastic
Yenekkennamo indha bgm kekumbodhu Vikram Vedha maariye irundhudu...... Anyone else,Non-sarcastic
Rajini  aracial  vera level,Non-sarcastic
Ovvoru frame um art maary irukku S.THIRUNAVUKKARASU,Sarcastic
Dislike potavanuka amma va oda vittu okanum,Sarcastic
கடைசியா எங்க வீட்டு பெண் சிங்கம் வருது...,Non-sarcastic
Oh my goodness teaser la மக்கள் செல்வன்,Non-sarcastic
2k kids ku inimel yuvan music ah pathi fulla theriyum.,Non-sarcastic
"காலா,கபாலி,அசுரன்,பரியேரும் பெருமாள் போன்ற படங்களுக்கு முற்றுப்புள்ளி வைக்க பல வருடம் காத்து கொண்டு இருக்கும் வன்னியர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் நண்பா",Non-sarcastic
Itna ghatiya trailer aur movie bhi utni hi ghatiya hone wali h,Non-sarcastic
Sk anna nenga vera level aduthu aduthu munari poitairukinge anna always love u anna,Non-sarcastic
Santhanam sema ya acting nd lukg handsome,Non-sarcastic
Ajith fans reaction  Kaithi movie director Next Thalapathy movie yoda director  Nalla irukunu sollalama ila mokkanu sollalama🤔🤔🤔  Billa pandi hitunu soli otikalam,Sarcastic
Dislike potavan lam ready ya irunga next nadakum pothu,Sarcastic
Padam mass hit aaga poguthu enaku thonuthu,Non-sarcastic
"finally trending no.1, gommala haters ippo vaangada",Sarcastic
அட்லி புதுசா ஒரு ஸ்கிரிப்ட் இருக்குன்னு சொல்லுவான்   நம்பாத,Sarcastic
I LOVE  AJITH  KUMMAR,Non-sarcastic
super siva sir thala marna mass,Non-sarcastic
598K left for 15M views,Non-sarcastic
தேவர் இனத்தின் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
I love u last line scene,Non-sarcastic
"Evana pakka Chinna paiyan marri irukkan ,,,,,,F*** girl",Sarcastic
வேற்று கிரகத்தில் வசிக்கும் ஏலியன்ஸ் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
இதுக்கு Dislike போட்டவங்க நாடக காதலுக்கு சப்போட்டாத்தான் இருக்கும்,Non-sarcastic
But onnum mattum puriyuthu yella prachanaikum pennah pagada kayavechu vilayaduringaley.. Draupathi nu athan title pola.. ithula jathi arasiyal oda athuku bathika padura pengaludaiya valithan athigam..,Non-sarcastic
"Thiruvallur ,Palavedu Vanniya Boys Sarhaga ....Vazhthukal..",Non-sarcastic
Yen paa hip hop uu un padathula heroine laam nalla jammunu irukkaangalae…,Non-sarcastic
palli thevidiya telugu vantheri vadu payaluvalaa..,Non-sarcastic
Ellam sari sasikala and somanbabu role ah yaaru nadikapoora🤣🤣,Non-sarcastic
sema thala surya anna I luv u,Non-sarcastic
I am VIJAY fan.. but i like THALA so much.. sama masa irukku..,Non-sarcastic
Valarave matingala da neegala? ada pongada neeyum un mokka padamum! Indha yezhavukku ticket charge vera increase pannarangalam! Kali yugam!,Sarcastic
Adingu ommala ஜாதி இருக்குடா  தரமான பட‌ம்,Non-sarcastic
She just look like a putla.... Kangna 2nd flop film,Sarcastic
Padam eppa varumo... Samaya irruku vertrimaran.. Dhanush. Always mass,Non-sarcastic
Pakka pakka mass class thala vere level,Sarcastic
massukke peruma  da  rajini  enna  pannalum,Non-sarcastic
"நீங்கள் வணங்கும் கடவுள் சிவன் ,எங்கள் தமிழ் குடி பறையர்குடி என்பது எங்களுக்கு பெருமை",Non-sarcastic
"Mokka music ever,,,Indha madhri music lam hj aadi kaalathulayae kuduthutaaru",Sarcastic
Oru all mala katra viswasathukaga mathavangala asinga paduthuringga,Non-sarcastic
Unga cell phone ne vittilae vechittu 2.0 padam pakka ponge,Sarcastic
கவுண்ட மூதியா இத பாக்க முடில கேவலமான படம் ச்சை த்தூ,Non-sarcastic
Dheventhiran history Tamil Nadu la  people nalla parunga nanga kashtapattatha,Sarcastic
Hindi  wala hai koi jo bina language samje poora trailer dekh liya.,Non-sarcastic
Ilayaraja avarhalae...thaangal mattum aduthavar isaiyai apataama use panalama? Copy adipavarhalai neer oru varthai soneer...athu umakae thirumbukirathu,Sarcastic
யாதவ சமுதயம் சார்பாக திரைபடம் வெற்றிபெற வாழ்த்துக்கள்,Non-sarcastic
"பொண்ணையும் மண்ணையும் வெச்சிறுக்கரவங்களுக்கு தான் அத எப்படி நல்லா பாத்துகாத்துக்கனும்னு தெரியும்.   நல்ல முயற்சி, படம் வெற்றியடைய வாழ்த்துக்கள்.",Non-sarcastic
Va thalai va vaaa... no.1 trending,Non-sarcastic
இன்னைக்கு Win டீவீ விவாதத்தில் ஆந்த பாவக்கொடிய கிழித்து தொங்க விட்டுடாங்க,Sarcastic
பரியேறும் பெருமாள் படம் வரும்போது அது உங்களுக்கு சாதி வெறியா தெரியல ஆனா இப்போ இந்த படம் உங்களுக்கு சாதி வெறிய தெரியுமா???? என்னடா நியாயம்  i support this film,Non-sarcastic
Thala Marana mass U1 music mass,Non-sarcastic
Ipdi muttathanama padam edunga. . Urula naainga vettitu savuthunga,Sarcastic
what a teaser pakka mass ....heeeeeyeahhhhhhh..........Anna vanga na vanga na,Non-sarcastic
"ultimate star ajith kumaaar vaaalga ,aaasai naayagan ajith kumar vaalga,ore kadavul ajith kumaar vaaalga",Non-sarcastic
Sirappana tharamana sambavangal ...inime thaan pakke poringe,Non-sarcastic
"Dei idhu 96 , yaara emathura",Non-sarcastic
டேய் இந்த படத்துல தப்பி தவறிகூட  அரியலூர் #நந்தினி கேரக்டர்  வைக்கலயே!!   அது முக்கியம்டா பாத்துக்க!!!,Non-sarcastic
"இதையே comment section-ல நான் பேசுனா, திட்ராணுங்க!! அதையே சினிமால background music-ஓட எவனாவது சொன்னா, அப்படியே பொங்கிட்டு வந்து support பண்றானுங்க!!  மொத்தத்துல கருத்து முக்கியம் இல்லை, background music தான் முக்கியம்.  உணர்ச்சி, ஆக்ரோஷம், பாகுபலி!!!!!!!",Non-sarcastic
Yendaaa ippdi kevalamaa kaase selav panreenga... Nallaa oru movie edthiruklaame... Ethooo mokka padam matiri irukk,Sarcastic
Ultimate trailer climax arasiyal ku varuvadhu urudhi ha ha semma semma,Non-sarcastic
Happy BirthDay ... Nadippin Nayagan SURIYA .,Non-sarcastic
Nalla scencelam trailer la vachu yemathirathinga da... Bcoz trailer semaiya iruku,Non-sarcastic
#KATAMARAYUDU ON THE WAY.... YOUTUBE VIEWS KA BAAP #POWERSTAR DAWW ZINDABAD,Non-sarcastic
superb vj anna and naninika kutty semmaaaaa,Non-sarcastic
Namma thalapathy na summava....teaser marana mass...INTHA PONGAL THERIKA POGUTHU...!!!,Non-sarcastic
திரௌபதி படம் மாபெரும் வெற்றியடைய முத்தரையர் சமுதாயம் சார்பாக வாழ்த்துகள்,Non-sarcastic
0.18 she looks like dani daniel,Non-sarcastic
ஜில்லா  படம் மோகன்லால் சர் விஜய் பீட தயொலி யோட நடிச்சது நாள சரியா ஓப்பனிங் கிடைக்கல   அத இந்த காப்பான் படம் மாத்தும்னு கண்டிப்பா,Non-sarcastic
Poraduradhey thappuna.. Poradura soolnilaya uruvakkunadhum thappudhaney....,Non-sarcastic
Thala ajith super movie 2019 ini vereoru level ayirikum thala ajith,Sarcastic
varalam varalam vaa varalam vaa bhaiarava ! thalapathy waiting to see u in big screen ! <3 bangam teaser thalaiva :) !!,Non-sarcastic
My hero Suriya Anna  I love Suriya Anna my family hero Suriya sir,Non-sarcastic
எனக்குல் இருக்கும் கொலை வெரி மொத்தமும் இந்த படத்தில் இருக்கும் என்று நம்புகிறேன்,Non-sarcastic
kanyakumari district illaya super star DHANUSH bloods thool kalapuvom,Non-sarcastic
Trailer supera irukuu I'm waiting for flim,Non-sarcastic
Rajini kanth. Fans hit like here,Non-sarcastic
இதே மாதிரி  போலி மீடியாக்களையும் (News channels--win tv தவிர) தோலுரித்துக் காட்ட வேண்டும்.,Non-sarcastic
jayalalitha nu sollitu sasikala va kami kuringa,Non-sarcastic
trailerna ithu trailer  pakka mass & class   like   muyal vegham dislike Aamai vegham   dear hatter's Uusshh |,Sarcastic
Yarellam trailera 10 thadavaiku mela pathinga,Non-sarcastic
Varlam varlam va varlam vaa Bairavaaaaaaaaa,Non-sarcastic
Wow wow wow wow wow wow wow wow wow wah!! No words,Non-sarcastic
Bro vetrimaaran dhanush Anna than gethu solravanga  like podunga 🤔,Non-sarcastic
epdiii thalaiva ungalala mattum  kandipa theater la 1st show poi paapan thalaiva,Non-sarcastic
Lal ettan And l surya..... surya is villain..,Non-sarcastic
Fentabuloussssssssss Yovvvvv... samaya trailor cut pannirkeenghaya....  Thalaivara kindal pannirkeeyaeee  Trailer nalla irukurathu naala summa vidroom,Non-sarcastic
Kangana best actor's hai bhai mana padega,Non-sarcastic
@ 2:08 no one can do it one rajni,Sarcastic
Ye kaisa Amma ji ko dekhaya ye movie release nhe honi chiye,Non-sarcastic
தமிழ் சினிமாவில் இது போல் ஒரு படம்  இனி வருவது சந்தேகமே...... RAGING VIVEGAM TRAILER,Non-sarcastic
மனித இனத்தின் முன்னோடியான ஆதி பறையனின் வாழ்த்துக்கள் தோழர் ..,Non-sarcastic
Ulitemate star Thala Ajith Kumar valga,Non-sarcastic
ஆர்யா அதான் கல்யாணம் பன்னியாச்சு ல அப்புரம் என்ன Marry me னு சொல்ட்ராரு 90'S கடுப்பாகுமா ஆகாதா..?,Sarcastic
Yen da.. short film ah Padam edukurathuku ivlo buildup..!!,Non-sarcastic
Nice concept next movie இட ஒதுக்கீடு pathi iruntha inu vera level la irukum,Non-sarcastic
I miss SURIYA  in NER KONDA PARVAI,Non-sarcastic
pakkkka massss ....therikkka vidrom ...thala fans,Sarcastic
Engal mana kumuralai thirai padama iyakiyathuku nandrigal  - Erode Kongu Gounden,Non-sarcastic
Lokesh kanagaraj... #Thalapathi_64 ku yaaru la kola waiting la irukurathu....,Sarcastic
Epadi iruku... Trailer prabhu deva fans.....,Non-sarcastic
உயர் சாதி பெண்களை நல் முறையில் காதலித்து திருமணம் முடித்து வாழ்ந்து கொண்டு இருக்கும் பறையர் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் ......,Non-sarcastic
rajini fans from Telugu states like here,Non-sarcastic
Final dialogue. ....namma ellarkume dha. .......dread lovr5,Non-sarcastic
Unkitta irukura padippu .. yaarum thiruda mudiyaadhu # purinjavan pistha,Sarcastic
Itha paartha kaapan maathiri illa adhavan 2 maathiri irrukku  But surya is handsome,Non-sarcastic
Padam pathuttu trailer pakka vanthavanga mattum  like pannunga,Non-sarcastic
சூர்யா:சிறப்பான தரமான சம்பவங்களை இனிமே தான் பாக்கபோர,Non-sarcastic
Elam ok ba aana stunt konjom realistic a vachirukalam adicha parakura maari illama !!!!!!,Sarcastic
நாடகக்காதல் கும்பலின் உண்மை முகத்தை தோலுறிக்க தீயாய் பாய்ந்து வருகிறாள் #திரௌபதி.,Non-sarcastic
ஓடைநீரில் ௨ழமண் பூசி ஓடிக் குளித்து  மகிழ்ந்து விளையாடிய தமிழ் தாடையை ஆட வைக்கும் வாடைக்காற்றின் குன்றுகுளிா் தமிழ் கடைக்கண் காட்டும் மெல்லிய பெண்மையின் புன்னகை தமிழ் காண மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.  .,Non-sarcastic
Mass ivara minja yarum illa porakavum illa,Sarcastic
Teaser Marana Masss ah Iruku Thalaiva....Dec 16th kaga waiting....,Non-sarcastic
இந்த படம் நாடக காதல் கும்பலின் முகத்திரையை கிழித்தெறிந்துள்ளது. இவர்களுக்கு சலுகைகள் கொடுப்பதை நிறுத்தினாலே இவர்கள் போடும் ஆட்டம் எல்லாம் நின்றுவிடும். கூடிய விரைவில் அது நடக்க அனைவரும் வேண்டிக்கொள்வோம. படத்தை அனைவரும் சினிமா தியேட்டர் சென்று பார்த்து ஆதரவு தரவும்.  இந்த படத்தை பார்த்தாவது மேல்ஜாதி பெண்கள் திருந்தி நடந்தால் சரி. இயக்குனருக்கு மிக பெரிய வாழ்த்துக்கள்.,Non-sarcastic
tenkasi thala bloods oru like podunga,Non-sarcastic
படத்தை சீக்கிரம் ரீலிஸ் செய்ய வேண்டும் நன்றி 8148420102,Non-sarcastic
கமெண்டில் கூட சாதி சங்க மா? எப்போது ஒழியும் இந்த சாதி வெறி...,Non-sarcastic
Super star Rajini fans hit like,Non-sarcastic
Ambita bachan vayasuku intha padam crtu.but u guess it what I'm asking,Sarcastic
wowwwWwwww vijay Anna suprbbbb pakka mass katringa .....unga stylaa sollanumna i mmm wytinggggg,Non-sarcastic
Big spoiler in munji kazhuvadha heroine,Non-sarcastic
STR  STRSTR STR  STR STR STR STR STR STRSTRSTRSTRSTRSTRSTRSTRSTRSTRSTRSTRSTRSTRSTRSTRSTR,Non-sarcastic
Hip hop aadhi illa ha ha ha ha adhi🤣🤣🤣🤣🤣🤣,Non-sarcastic
Wtf did I just watch..Gajendra/virudhagiri part II.,Non-sarcastic
Me VIJAY fan but trailer vera leval,Non-sarcastic
great suspense PTA hi nhi LG rha villain kon hai hero kon hai,Non-sarcastic
mayiru maadiri iruku thevidiya pasagala Rajinikath vaithu vilambaram theduriga,Sarcastic
Podu saaka vara11 siva anna waiting for movie super hero,Non-sarcastic
Anil Kunjugal Kadharama Irukuradhuku Ore Theervu Arali Vidhai ai  Araithu Sappidu vadhudhan,Sarcastic
thala tha ennoda uyir daa   ajith Anna neega vera leave,Non-sarcastic
1:22 ennada panni vachi erukinga  semma,Non-sarcastic
Excellent bgm. Still listening in September 2018,Non-sarcastic
Vandha raja va dha varuven 1:32,Non-sarcastic
Trailer and teaser kandappo oru karyam manasilayi annan chumma varunnathalla,Non-sarcastic
Tamil Se Jyade Hindi Wale Log Trailer Dekh Rhe Hai,Non-sarcastic
Super. Anna. Neenga vera Level epodhum,Non-sarcastic
Sai sai  TRAILER mokkaya ya irukku....,Sarcastic
അണ്ണൻ ഉയിർ  Love from  kerala 🥰,Non-sarcastic
Padam pathathukku appuravum trailer pathavunge like podunge  fan from kerala,Non-sarcastic
"Kuruma charactera semaiya vachi sainchirukka mohan Bro, athe blue sokka, kannadi",Sarcastic
ithu mari padathuku than roomba nala wait pannikittu irunthom sema movie,Non-sarcastic
aiyayooo ithu adutha jillaaa pola... usar aiyyaa usaaru..,Sarcastic
Enna da kappan nu sollittu adhavan teasera kaatringa,Sarcastic
"Petta no. 1 trending in Singapore, but Viswasam no. 2 trending in Singapore.",Sarcastic
Yabba dei..TN enda ipdi ayteenga..ivlo veriyaa..,Non-sarcastic
Danushuku  nigar danushdan   vada chennai 2 eppo varum  chanse illa  thalaiva,Sarcastic
Ethu 96 Semma kallai  Nan arasiyalku varuvathu vuruthi.....ethukagave super star kandipa arasiyalku varuvarunu ninaikuren,Non-sarcastic
Semme thalaivaaaaaaaa...surya annau1 bgm superbbb paa...selvaraghavan padamna chummava,Non-sarcastic
Thala Vera level இது மாதிரி ஒரு படம் வரணும்னு ரொம்ப நாளா எதிர்பார்த்தேன்,Non-sarcastic
சாதிகள் இல்லையடி பாப்பா...  சளுகைகள் மட்டும் வேண்டும் பாப்பா....,Sarcastic
Ethu ena da rajini ku vantha sothanai.. 2.5milion view than Hip hop tamilan ku 3milion view,Non-sarcastic
Its daaaammmm rocking man....Thala pola varuma....,Non-sarcastic
Dei கிளைமாக்ஸ் la vaivittu sirichuten da semma trailer,Non-sarcastic
Trailer ke inum 1m varalya.... Engaluku 10m la 1M Likes .... Ponga thalaivare,Sarcastic
Srivai kundam maravargall saarbaga vazlthukalll,Non-sarcastic
வணக்கம் டா மாப்ள விழுப்புரதில இ௫ந்து படம் 100 சதவீதம் வெற்றி பெறும் வாழ்த்துகள் டா,Non-sarcastic
visvasam and petta inrha pongal sema vettama,Non-sarcastic
Maranam mass maranam athuku avan taa poranthu varanum,Sarcastic
1:04-1:11 mass dialogue.... Ipo Atha than panitu irrukanga,Non-sarcastic
எல்லாம் சரி எதுக்கு இந்த படத்துக்கு நாடோடிகள் 2 னு பேரு வச்சிங்க?  நாடோடிகள் பர்னிச்சர் நல்லாருக்குரது உங்களுக்கு புடிக்கலையா அதையும் போட்டு ஒடைக்கனுமா?,Non-sarcastic
பார்க்கவ குல உடையார் சமுதாயத்தின் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்.,Non-sarcastic
Bigil trailer dei yapa dream warrior bayam varanum..,Sarcastic
Thala level sathyama solren ne mass,Non-sarcastic
teaser ra ippa di na movie semma mass sure bb,Sarcastic
intha maari movie tamil cinema la vanthathu ila 1000 movie vanthurukum da,Non-sarcastic
பெண் பிள்ளைகளைப் பெற்ற தந்தைமார்கள் அனைவரும் இந்த படத்தை கண்டு களிக்கவும்,Non-sarcastic
Aiyooooo Thala Vera Level..Luv u THALA..,Non-sarcastic
Trailer nalla than iruku...... Padam epdi irukum nu theriala...... Soon,Non-sarcastic
Dhanush enaya Ivan manushaana paaah verithaanamana acting raa dei,Sarcastic
vijai anna.. you  are always taaru maaru...,Non-sarcastic
After  6 M  views..! hit like..!,Non-sarcastic
"Kurudu, karupu kannadi, nisaptham, thoppi, idhavittu epoppa miskyn veliya varuva🤓",Sarcastic
Only akki fan like and superstar rajni fan comment,Non-sarcastic
Suriya garu Telugu lo release cheyande,Non-sarcastic
Online la realse pannu da vijay sethupathi un pattadha,Sarcastic
Jayam Ravi Anna Sema ... வாழ்த்துகள்,Non-sarcastic
Thala thala adhan Nan idha Mari Oru formation yerdhirpakkala  Undoubtedly this will be better than James bond movies innum neriya padam ippadi pannum nu aasa paduren  Muikyama note : Nan thalapathy fan na irudhalum wait panni pathu irukan   I love you thala indha padam kandipa vettri adaiyum unga fans irukanga  Yennoda thala fans nanbargal idhu ungal rendu varsham  waiting ku seriyala thala briyani treat Pola indha padam virudhu miss panndhinga I definitely go first day first show,Non-sarcastic
"Jayam Ravi eppothum tharamana padangalaye tharuvaar...,kandippa social msg irukum...",Non-sarcastic
Mr Ilayaraja Beethoven Kita Royalty Vaangitu Dhaan Indha Music ah Use Panringala ?,Sarcastic
செல்வராகவன் film nallathan irukum. But climax la suriya va mental aakama iruntha sari..🤔,Non-sarcastic
Ithu enna varusam 2016  Naan arasiyalukku varuvadhu urudhi aai yara yemathura ithu 1996,Non-sarcastic
1:05 to be honest vfx bahut kharab hai aisa lag raha wax statue khada hai pls isse thik karo.,Non-sarcastic
உண்மையா லவ் பண்ணி வீட்ல சம்மதிக்கலனா என்ன பண்ண? அந்த பொண்ணுக்காக உயிரகுடுக்கிற அளவு லவ் பண்ணா  தப்பா? யாரோ ஒருத்தர் பன்ற தப்பால  உண்மையா லவ் பன்றவங்களுக்கும் பாதிக்கிதுல? ஆணவ கொலை அதிகமாக மேல் சாதினு சொல்லிக்கிற அவங்களால தான் அதிகமா நடக்குது...,Non-sarcastic
Current 90ß kids be like and share singles,Non-sarcastic
பொள்ளாச்சி சம்பவம்லாம் நாடாகக் காதல்ல வருமா வராதா ?,Non-sarcastic
சிவகங்கை முத்திரையர்(அம்பலக்காரர்) சமுதாயம் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்......,Non-sarcastic
