Text,labels
Kandu pidichu kodukkunnavarkku paridhoshigham endhelum undo undengil parayanam sramikkana,Sarcastic
ഈ പാട്ട് വീണ്ടും വീണ്ടും കേള്‍ക്കാന്‍ തോന്നുന്നവര്‍ അടി like,Non-sarcastic
"Maraka mystery ulla trailer, ithu Polikkum..",Non-sarcastic
Tovino machannn nivin achachanntee pillarude katta support fans  like,Non-sarcastic
Big B 2aano ettu kanditu atakana vari,Non-sarcastic
എന്താ ഇത്ര തിരക്ക് രാജുവേട്ടൻ & സുരാജേട്ടൻ ഫാൻസ്‌ നീലം മുക്കിയിട്ട് പോയാ മതി,Non-sarcastic
Mamankam Trailer Kandathinu shesham Lucifer Trailer kanan vannavar undo ?,Non-sarcastic
eth theatre allaam onn  kulukkum,Non-sarcastic
Ith original allallo . Eee dialoge pand lalettan oru nadakathil paranjathalle,Sarcastic
എന്റമ്മോ ഈ അസുരൻ പലതും അടിച്ചു തകർത്തിട്ടെ കളം വിടു എന്ന് തോന്നുന്നു,Non-sarcastic
Remo ile paattu kazhinnu addict aaya paatti,Non-sarcastic
Shahrukh khan nde fan cinema pole tonunu...adilum revenge aanu ...endaaylum idu polikum,Non-sarcastic
22K   Dislike enthuttta pattiye ¥ SuPpER teaser,Non-sarcastic
കുമ്പളങ്ങി Nights കഴിഞ്ഞാൽ പിന്നെ തണ്ണീർമത്തൻ Days...  രണ്ടിലും ഒന്ന് വീതം സൈക്കോസ്,Non-sarcastic
പുതിയ ഒരു യൂട്യൂബ് ചാനൽ ആണ് എല്ലാവരുടെയും സപ്പോര്ത് പ്രതീക്ഷിക്കുന്നു  എല്ലാവരും support ചെയ്യുമല്ലോ അല്ലെ,Non-sarcastic
spr  bayankara change mamooty,Non-sarcastic
ഇട്ടിമാണി സൂപ്പർ ഹിറ്റായതിന് ശേഷം ഇവിടെ വന്നവരുണ്ടോ,Non-sarcastic
കേസ് കൊടുക്കണം പിള്ളേച്ചാ...  തിരുവനന്തപുരതെക്ക് ഒന്നു വിളിച്ചു നോക്കട്ടെ.,Sarcastic
ട്രെയ്‌ലർ കണ്ടിട്ട് ഒരു പടക്കം മണക്കുന്നുണ്ട് എനിക്ക് മാത്രമാണോ അതോ നിങ്ങൾക്കുമുണ്ടോ ഉണ്ടെങ്കിൽ അടി ലൈക്‌,Sarcastic
Aaaro paranj cheyyipikunnadh pole  rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh,Non-sarcastic
ആദ്യം കേട്ടപ്പോൾ Ok ആയിരുന്നു എന്നാൽ വീണ്ടും കേട്ട് കേട്ട് ഇപ്പോ ദിവസവും ഒന്ന് വീതം രണ്ട് നേരം! അത്രയ്ക്കും ഫീലിങ്ങ് ആണ്വല്ല കൂടോത്രവും ചെയ്തിട്ടുണ്ടോ  {[Use headphones]},Non-sarcastic
Padam pottum Ram fans munji.. sudapi teams  kuru pottum,Non-sarcastic
Pattu kanditt kurach chaliyum unden thonnunnu pottathirunna mathiyayrnu,Non-sarcastic
ഉയിരിൽ തൊടും തളിർ\r വിരലാവണേ നീ\r അരികേ നടക്കണേ അലയും\r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ\r ചെന്നണയുമിരു നിലാവലയായ്\r \r ആരും കാണാ ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും കേൾക്കാ..\r പ്രണയജാലകഥ പലവുരു പറയുമോ\r \r ഉയിരിൽ തൊടും കുളിർ\r വിരലായിടാം ഞാൻ\r അരികേ നടന്നിടാം അലയും\r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ\r ചെന്നണയുമിരു നിലാവലയായ്\r \r ആരും കാണാ ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും കേൾക്കാ..\r പ്രണയജാലകഥ പലവുരു പറയുമോ\r \r വഴിയോരങ്ങൾ തോറും\r തണലായീ പടർച്ചില്ല നീ\r കുടയായ് നിവർന്നു നീ\r നോവാറാതെ തോരാതെ പെയ്കെ\r \r തുഴയോളങ്ങൾ പോൽ നിൻ\r കടവത്തൊന്നു ഞാൻ തൊട്ടു മെല്ലെ\r കാറ്റേ ചില്ലയിതിൽ വീശണേ\r കാറേ ഇലയിതിൽ പെയ്യണേ\r മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി\r നീ വരൂ\r \r ഉയിരിൽ തലോടിടും ഉയിരായിടും നാം\r നാമൊരുനാൾ കിനാക്കടലിൽ\r ചെന്നണയുമിരു നിലാനദിയായ്\r \r ആരും കാണാ ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും കേൾക്കാ..\r പ്രണയജാലകഥ പലവുരു തുടരുമോ,Non-sarcastic
Dislike adikunna mandanmar ariyunnilla ithu open akkiyal views nte ennam koodum ennu,Non-sarcastic
Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect,Non-sarcastic
ഇട്ടിമാണി ഞാൻ ഞെട്ടി മാണി,Non-sarcastic
Bhai movices ka links share karo yaar places guys,Non-sarcastic
ഇത് തുഗ്‌സ് ഓഫ് ഹിന്ദുസ്ഥാൻ സിനിമയിൽ നിന്നും കട്ട്‌ ചെയ്തതാണ്.,Sarcastic
Pokkiriraja verum trailer mathram.... Picture abhi be bakki he Bhai.... Ini rajayyde varavanu.... Orungi irunno....,Non-sarcastic
D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.,Non-sarcastic
ആരോ ഒരാൾ അല്ല എന്റെ ഏട്ടൻ  MY BIG BROTHER,Non-sarcastic
"ഒരു മുട്ടന്‍ script ഉം, കൂറ്റന്‍ team ഉം ആയിട്ടാണ് അല്ലെ വരവ്!!!! Ticket എടുക്കാന്‍ ഉള്ള cash trailer കണ്ടപ്പോഴേ മാറ്റിവെച്ചു.",Non-sarcastic
മോസ് & ക്യാറ്റ് സിനിമ ഓർമ വന്നവർ ലൈക്ക് അടിച്ചേ,Non-sarcastic
Oru mass Dialogue polum illathirakki mass kattan pona movie,Non-sarcastic
"മോന്തക്ക് ഒന്ന് കൊടുത്തിട്ട് കണ്ണാടി എടുത്ത് കാണിക്ക്, അപ്പൊ കാണും മൂക്കുത്തി",Sarcastic
Ee pata tum naayikayum costume um ottum pora....,Sarcastic
"Uyiril Thodum Thalir  Viralavane Nee … Arike Nadakkane Alayum  Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil  Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil  Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle  Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?",Non-sarcastic
Directed by Prithviraj Sukumaran  idhu pwolikkum,Non-sarcastic
Lucifer fans hit like ഏട്ടൻ ഇഷ്ടം,Non-sarcastic
പക്ഷെ ഞാൻ എല്ലാം കണ്ടു ബോധിച്ചു,Sarcastic
Yentha perfection maargam kaliku... Athangu kalakki ...,Non-sarcastic
Kerala model special SUGAR CANE JUICE,Sarcastic
ഒന്നിൽ കൂടുതൽ  കണ്ടോണ്ടിരിക്കുന്നവർ ലൈക് ബട്ടൺ അമർത്തി പൊട്ടിക്ക്,Non-sarcastic
Trailerilulla ottumicka scenesum cinemayililla ennoru sathyam,Non-sarcastic
എന്റെ മമ്മൂക്ക യുടെ  DIE - HARD  ഫാൻസൊക്കെ ഒന്നു ലൈക്‌ ചെയ്തേക്കു  ഇജ്ജാതി വെയ്റ്റിംഗ് ആണ് ഈ  പടത്തിനു vendiഫാൻഷോ ടിക്കറ്റ്  ഉം  വാങ്ങി NOV  21  FDFS,Non-sarcastic
Happy birthday EKKA MEGA  FACE OF INDIAN CINEMA  ONE AND ONLY  MAMMOOTTY,Non-sarcastic
പലിശേം കൂട്ടുപലിശേം അടക്കം എല്ലാം വാങ്ങീട്ടെ പോവൂ,Non-sarcastic
ഒരു ചെറിയ മൂക്കുത്തി കാണാത്തതിന് ഇങ്ങനത്ത ഡാൻസ്....ഇവളുടെ മാലയെങ്ങാനും പോയെങ്കിൽ എന്റമ്മോ...,Sarcastic
Nte Ponne... Ikka Pwoli  aanu koode dhasettante paatum...superb aayi,Non-sarcastic
Taller kaattu movie kanan thonnathathu  anik mathram aano kop,Non-sarcastic
മൂക്കുത്തി കണ്ടില്ലന്നു..  മുഖ്യമന്ത്രി രാജി വെക്കുക,Sarcastic
ഈ ഫോട്ടോ പഞ്ചാബി ഹൗസിലെ ജനാർദ്ദനനെ പോലെ ഉണ്ട്,Sarcastic
Oru mukkuthi kananjitt ithrayum dancanenkil 10 pavante mala kalanjal entharikkum,Sarcastic
0:58 നിനക്ക് ഇനി മലയാളം ഇൻഡസ്ട്രിയൽ കിടന്നു പോളാകാൻ പറ്റുവൊന്നു തോന്നുന്നോ ബോസ്സേ മമ്മുക്ക,Sarcastic
"For 15K Views, 19K likes",Non-sarcastic
Dislike thannu promotion kuuttiyavarkkum ini negative adikkunnavarkkum orupaadu nanni,Non-sarcastic
ഈ പുള്ളി ഷർട്ട് ഹിറ്റ് ആവും എന്നു തോന്നുന്നവർ ഉണ്ടോ,Sarcastic
Naalu Bengalikal chernnu valichu kadalil ittal theeravunnathe ullu ninte Japan.,Sarcastic
2.5m views and 200k likes soon!!,Non-sarcastic
vidya Sagar ന്റെ Songs ന് കാത്തിരിക്കുന്നവർ ആരൊക്കെ,Sarcastic
2:22 immathiri kola sceen oke kidukan mollywood il inger kazhinjite vere evanum ullu,Sarcastic
Maheshinde pradikaram +parava feeling തോന്നിയോ  ആർകെങ്കിലും,Non-sarcastic
ആരോ ഒരാൾ അല്ല  എന്റെ ഏട്ടൻ  MY BIG BROTHER,Non-sarcastic
aa penchochinte oru dialogue polum ellallo aashane??,Non-sarcastic
"Best Kannada quality bomb padam loading, Scorpio Vittoro kaliyilla",Non-sarcastic
Peter heina kond vannu mohanlal cheythathu pole cheyyan nilkkanda mammokka. fight ath muruganu paranjittullatha.,Non-sarcastic
2019ൽ അവസാനിപ്പിച്ച ഇക്കയുടെ ബോക്സ്‌ഓഫീസ് തൂക്കിയടി(മാമാങ്കം)... ഷൈലോക്കിലൂടെ(2020)ൽ തുടരും,Non-sarcastic
ഇതാണ് മക്കളെ നടനം മഹാനടനം എനിക്ക് വയ്യ.......,Non-sarcastic
Ivide nammal kandath oru 68kaarante poondu vilayaattam .....uffff....vere level,Non-sarcastic
Amitha pratheesha vekunila anyway katta waiting #L,Non-sarcastic
പോളി ശരത് famous ആയെന് ശേഷം ട്രയ്ലർ കാണാൻ വന്ന ആരേലും ഉണ്ടാ ...,Non-sarcastic
Ella movie um AUGUST il aanallo ishwara,Non-sarcastic
Ethokke aranavo unlike adikkuneeee.. .Aaaa Freak pennu song like adichavar analley,Non-sarcastic
Samabavam polichhhh  ENTE channelo onnn support akuoooo plzzzz plzzzz plzzzz plzzzz pllzzzzzzzzzzzz subscribe,Sarcastic
Entammmooo Ejjathi trailer kandalum kandalum Mathi varatha trailer,Non-sarcastic
ജോജു ചേട്ടനും നൈല ചേച്ചിയും ചെമ്പന്‍ ചേട്ടനും പണ്ടേ കിടു എന്ന് തോന്നിയിട്ടുണ്ട്. പക്ഷേ... ഇപ്പൊ അങ്ങനെ അല്ലാ. കിക്കിടു ന്ന് ആയി. Joju ജോര്‍ജ് എന്ന ഒരു നടന്‍ ഇത്ര നാളും മലയാള സിനിമാ സാഗരത്തിൽ ഒളിഞ്ഞു കിടന്ന ചിപ്പിക്കുള്ളിലെ മുത്ത് ആരുന്നു. അങ്ങേര് അഭിനയിക്കുക ഒന്നും അല്ലാ ന്നേ.. ജീവിക്കുവാണ്.. ഓരോ സീനിലും ജീവിച്ച് തകര്‍ക്കുവാണ്. സൂപ്പർ stars പോലും മുട്ട് കുത്തി പോകും തരത്തിലുള്ള അഭിനയമാണത്. Comment reading dept ല്‍ നിന്ന് വന്ന ഏതേലും സുഹൃത്തുക്കള്‍ ഉണ്ടെങ്കില്‍...... പെട്ടെന്ന് പോയി ഈ പടം കണ്ടിട്ട് വായോ... ആരും കാണാതെ പോകരുത്. Theatre ല്‍ ഇരുന്ന് മതി മറന്ന് കാണണം. കരയണം...... അവരുടെ ഒപ്പം അങ്ങ് കൂടണം. കിടു feel.. കിടു film,Non-sarcastic
Chilappol ningal ellarum ee movie yuloode aarikum shine enna silwnt actor ne thirichariyunnath.  ennal eeda enna movie yiloode shine എന്നേയ്  ente manassil idam pidicha mahaaa nadananu,Non-sarcastic
Ikka look& Mass Bgm...ikka vera level,Non-sarcastic
trailer kollam padam koodi kanatte ennitt parayam bakki masss trailer,Non-sarcastic
"Kurach kathirunnenkil entha, item marakamalla, mahamarakam",Non-sarcastic
എജ്ജാതി.. ഇടിവെട്ട് ഐറ്റം..... പൊറന്തനാൾ വാഴ്ത്തുക്കൾ അച്ചായോ...,Non-sarcastic
ഫാൻസിനു ആഘോഷിക്കാൻ ഒരു പടം വരണമെങ്കിൽ അജയ് വാസു ദേവ് ഇങ്ങു വരണം,Non-sarcastic
Visit on link Vov yar so sad made me crying so sad omng  very sad must watch Osmmmosmmmmmmmmmmmmmmmmmmmmm,Non-sarcastic
17 k view 119 k like 12 k dislike... ???,Non-sarcastic
Ada paavigala idho edho youtube advertisement nu illada naan swipe pannitu poiten,Non-sarcastic
ജോജുവേട്ടൻ fans power kannik മകളെ  Like adikandath ഇവിടെ !!!,Non-sarcastic
ലാലേട്ടനും മമ്മുക്കയും അന്നും ഇന്നും എന്നും ഒരു വികാരമാണ്.. ഇട്ടിമാണിക്ക് എല്ലാ വിധ ആശംസകളും..,Non-sarcastic
407 dislike haaa oka mumuty fans ayerikyum kastam,Non-sarcastic
ഈ ഓണം അച്ചായൻ നല്ല കോമഡി അടിക്കാൻ ഇഗ്‌ എടുക്കുവാ,Non-sarcastic
Ittymani kazhinjal pinne adutha padam Marakkar !! Like adiche,Non-sarcastic
ഇതെന്ത് മൈര് 🤪 അപ്പോ മൂക്കിൽ കിടക്കുന്നത് എന്തുവാ 🤔🤔?,Sarcastic
ട്രയിലര്‍ കണ്ടപ്പോഴെ കിളി പോയി ഇനി  പടമിറങ്ങിയിട്ട് വേണം പോയ കിളി തിരികെ പിടിക്കാന്‍,Non-sarcastic
Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole,Sarcastic
ഈ പാട്ടിനെ കളിയാക്കിയവൻമാർക്കറിയില്ല ഈ പാട്ട് തിയേറ്ററിൽ ഉണ്ടാക്കിയ ഓളം എന്താണെന്ന്,Non-sarcastic
ഒരു ക്ലാസ്സ്‌ മൂവി ടെ.... മണം..... അടിക്കുന്നല്ലോ....,Non-sarcastic
ശബ്ദ് മാത്രമേ ഉള്ളൂ -മുഖം കണാൻ വീഡിയോ മുഴുവൻ കണ്ടത് ഞാൻ മാത്രമാണോ .,Sarcastic
ഇതൊന്നും കണ്ട് നിക്കാണ്ട് പോയി കരിക്ക് കാണ് മക്കളെ,Sarcastic
After pokkiri raja prithviraj and ikka has just arrived. Pinna entho nokkana adikada prithvi ikka fans like,Non-sarcastic
Ini nammalarenkilum chathale sarkar sradhikku ennano... ith porikkum,Non-sarcastic
സുഷിൻ ശ്യാമിന്റെ music ഒരു രക്ഷയില്ല.... Big fan,Non-sarcastic
Bgm athu kalakkii muthe sambavam lesam haram kooditha to,Non-sarcastic
ട്രെയിലര്‍ കണ്ടപ്പോള്‍ തന്നെ രോമാഞ്ചം വന്നു .....ഒന്നും പറയാനില്ല ഇത് പൊളിച്ചു....... <3.... കട്ട വെയിറ്റിംഗ് ഫോര്‍ ദി മൂവി #ROYAL_MEX,Non-sarcastic
Dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan @£ucifer#loading,Non-sarcastic
Next Week china povan irikkana njan ithu kandeche njan povathullu,Non-sarcastic
മലയാളികൾ ക് അഭിമാനികാം. മാമാങ്കം പോലെ വലിയ ഹിറ്റ്‌ ആവട്ടെ,Non-sarcastic
Oru 30 pravashyamenkilum kandirikkum trailer  9 days to go for mamangam On dec 12,Non-sarcastic
entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass,Non-sarcastic
prachikku dance ariyillenn thonnunnu.. ingane exposed ayit abhinayikan aayirunnengil aa kudavayar kurakamayrunu,Sarcastic
ഗുഡ് ട്രയ്ലർ ഷൈലോക് ആണ്...ബിഗ് brother പോര,Non-sarcastic
വിനീത് ആലാപനത്തിലും സംവിധാനത്തിലും ശ്രദ്ധിച്ചാൽ മതി... അതായിരിക്കും നല്ലത് എന്നാണ് എന്റെ അഭിപ്രായം...,Non-sarcastic
"Idikkatta waiting... Othiri thanks prithvirajinu...njangalde ettane, njangal kaanan kothicha lalettane  njangalkku thirichu thannathinu....ummah🤗🤗🤗🤗",Non-sarcastic
പടം കണ്ടു കഴിഞ്ഞു ഇതു കാണാന് വന്നവര് ആരൊക്കെ....,Non-sarcastic
എന്റമ്മോ.... ഇത്രയും നാൾ കണ്ടതല്ല ഇതാണ് teaser...,Non-sarcastic
ഒരു രക്ഷയും ഇല്ല ... അടിപൊളി . കട്ട വെയ്റ്റിംഗ്,Non-sarcastic
Katta ikka fans unddegil like adi..,Non-sarcastic
trailer kanditu ithenkilum pwoliyillannu thonnunu..   nb:- njan oru katta #mohalal fan aanu,Non-sarcastic
mavoist allla movoistinde achan vannaaalum nammal adichodikkumm,Non-sarcastic
3.1K dislikes.... unbelievable.. Ee trailer okke ishtappedathavar poojappura fansil undenn orkkumbol kashtamm thonunnu,Non-sarcastic
"ജോഷി ചതിച്ചാശാനേ, ഒരുമാതിരി തട്ടികൂട്ട്‌ ട്രെയിലർ അതും ഭയങ്കര ലെങ്ങ്ത്‌",Non-sarcastic
നിവിൻ എന്ന നടന്റെയും താരത്തിന്റെയും ഏറ്റവും മികച്ച ചിത്രം വരവായി ... Salaam Bhai  ... Let's Meet At Theater ...,Non-sarcastic
Joseph  orma vannavar ivida vaa...,Non-sarcastic
Thallu kittya aannungalunde pole nerkkuner theerkkannam atha thrissur reethi,Non-sarcastic
"Support my channel,  തിരിച്ചും പ്രതീക്ഷിക്കാം....",Non-sarcastic
Soubin ikka porikkuka aanallo Parava. Sudani from nigeria. Kumbalangi nights,Non-sarcastic
എന്റെ പൊന്നേ രോമാഞ്ചത്തിന്റെ അങ്ങേയറ്റം തന്ന ടീസർ..,Non-sarcastic
"ഇട്ടിമാണീ ഞാൻ ഞെട്ടി മാണീ !! ഇട്ടിമാണി മനസ്സാണ് സമ്മതിച്ചു .! ഇനി മാസ്സ് തിയറ്ററിൽ കാണണം !!! """,Non-sarcastic
ഈ dialog ഒക്കെ സിനിമയിൽ മാത്രമെ ഉള്ളൂ... ജീവിതത്തിൽ ഇന്ത്യയെയും സ്വാന്തന്ത്യ സമരത്തെയും ഒറ്റികൊടുത്ത ചാണക സങ്കികളുടെ കൂടെയും... അത് കൊണ്ട് ഈ ഡയലോഗൊന്നും ഈ മനുഷ്യൻ പറഞ്ഞാൽ ഏശുന്നില്ല...,Non-sarcastic
REALLY SUPERB TRAILER...  AWAITING FOR THE MASS MANJU ENTRY  ALL THE VERY BEST  MANJU ചേച്ചി,Non-sarcastic
Superb trailer from lalettan fan ....ikka polichu,Non-sarcastic
Enta joju etta ningalithe ende bhavichaa,Non-sarcastic
Nokiko makkale ee padam korachokke onnu oodi thoothu varum orappa,Non-sarcastic
Ithpolethe padam ellam malayalathil vijayiko...tamizhamar kayyadikum...,Non-sarcastic
Ippazhum ith kanunavar ivde like adi,Non-sarcastic
തികച്ചും വ്യത്യസ്തം അല്ലാത്ത ഒരു ചാനൽ,Non-sarcastic
Poli trailer  Ithan trailer... Ith kanditt padam kaanan thonunnundh,Non-sarcastic
Innale rathri 10manikk nokiyappol 200k views ippoyathaa 2m views... Trailer Pwolichu... Lalettan-Prithvi Combo  Padam 150+cr nedumennurappullavar like adiii,Non-sarcastic
ഇതുമാതിരി മൂഞ്ചിയ സിനിമ കാണുന്നത് ആദ്യമായി ആണ്  പൈസയും പോയി. ഇവനൊക്കെ  എന്തൊരു ദുരന്തമാ??,Non-sarcastic
പടം പൊളിച്ച്. ഒരു രക്ഷയും ഇല്ല മരണ മാസാണ്,Non-sarcastic
mind blowing ikkaaaa....,Non-sarcastic
Ethre ennu vacha engene pottune !!!!,Non-sarcastic
മൂഡ് പോയി...മൂഡ് പോയി...തുടക്കം തന്നെ ജോബി ജോർജിന്റെ പേര് കണ്ടപ്പോ മൊത്തം മൂഡ് പോയി. പിന്നെ ഇക്കാടെ പെർഫോമൻസ് കണ്ടിരുന്നു പോയി..,Non-sarcastic
മഞ്ജു വാരിയർക്ക് 2019  ഏറ്റവും മികച്ച വര്ഷമായിരിക്കും 90കളിലെ പോലെ back to back  blockbusters,Non-sarcastic
Love you mammoookhaa.... Mammookha fans hit like,Non-sarcastic
കോമഡി കണ്ടിട്ട് ചിരി അങ്ങ് നില്ക്കുന്നില്ല...എന്താ ചെയ്യാ അജ്ജാതി കോമഡി,Sarcastic
മാമാങ്കം ചരിത്രം ഏറെ കുറെ പേർക് മുഴുവൻ അറിയില്ല,Non-sarcastic
ഈ ഊമ്പിയ item 8+8 മടങ്ങിൽ പൊട്ടും എന്ന് ഉറപ്പാ,Sarcastic
മലയാള സിനിമയെ നാണം കെടുത്താൻ ഇറങ്ങിക്കോളും...  നിർത്തീട്ട് പോ ഇക്ക. മതി കോപ്രായം.,Sarcastic
Innale motor vehicle inspector de kayyinnu aatu ketta njann..,Non-sarcastic
"രാജ double അല്ല,  triple strong",Non-sarcastic
Oru rakshem illa  Romanjam,Non-sarcastic
പലിശക്ക് പകരം മനുഷ്യരുടെ മാംസം അറുത്തു വാങ്ങുന്ന യഥാർത്ഥ  ക്രൂരനായ ഷൈലോക്കിന്റെ കഥ എന്റെ ചാനലിൽ അപ്‌ലോഡ് ചെയ്തിട്ടുണ്ട്. ഷൈലോക്ക് ആണ് ഈ കഥയിലെ വില്ലൻ. അതാണ് ഈ കഥയുടെ ഹൈലൈറ്റും. എല്ലാവരും കയറി ഷൈലോക്കിന്റെ കഥ കാണുക.  വീഡിയോ ലിങ്ക് :,Non-sarcastic
ഈ പാട്ട് ആദ്യം കേട്ടപ്പോ വലിയ അട്രാക്ഷൻ തോന്നിയില്ല ഇന്ന് ആരോ പ്ലേ ചെയ്തത് കേട്ടപ്പോ എന്തോ ഒരു മനോഹാരിത തോന്നി,Non-sarcastic
ബൊമ്മ സോങ് കണ്ടു  കഴിഞ്ഞു വന്നവർ ഉണ്ടോ,Non-sarcastic
Trailer bgm oru rakshayilla. Movie bgm kattakkayirikkum,Non-sarcastic
Ithu thani ravanan thanne!...Lavan puliyanu ketta....,Non-sarcastic
Dileep ettan fan Annu mamangham waiting,Sarcastic
ടീസർ ഇഷ്ടപെട്ടവർ ഇതൊന്നു  കാണുക   ഫാൻസ്‌ ലൈക്‌ here,Non-sarcastic
Raja pillerum irangan pogua ini idiyude adiyude pooramanu .,Non-sarcastic
Mammunniyude unda pottum ennulavar like adi🤣,Sarcastic
Feeling addicted!!!!!!!!!!!! 1k dislike enthinaanavo???? Ivanonnuum kelvi shakthiyum ille,Non-sarcastic
Full Song Available on  JioSaavn:     Gaana:,Non-sarcastic
"ചാക്കോച്ചൻ,ഭാസി,മാത്യു തോമസ്,സുഷിൻ  ശ്യാം,ഷൈജു ഖാലിദ്,മിഥുൻ മാനുൽ...പ്രതീക്ഷ വയ്ക്കാം....പിന്നെ big brotherinem,ഷൈലോക്കിനേം,ട്രെൻഡിങ്ങിൽ നിന്ന് താഴേക്കിറക്കും മിക്കവാറും Edit- karikku kondupoi trending",Non-sarcastic
ഓരോ ടൈപ്പ് മനുഷ്യന്മാർ അല്ലേ മോളെ  ഷമ്മി ഹീറോ ആടാ ഹീറോ  ഫഹദ് ഇക്ക സൗബിൻ ഇക്ക,Non-sarcastic
എന്തിനാടേ ഇങ്ങനെ ഉടായിപ്പ് കളിച്ചു വ്യൂസ് കൂട്ടണത്.... പോയി കെടന്നൊറങ്ങാടെ,Sarcastic
Trailer ഇൽ ഉള്ള ഒന്നും പടത്തിൽ ഇല്ലല്ലോ  പക്ഷെ പടം no രക്ഷ പൊളി,Sarcastic
Trailer Oru feeling kittunnilla..padam poliyaavanam ennu prarthikkunnu..,Sarcastic
Ente mone...lalettan fansine vare romanjam kollipikunnuu,Non-sarcastic
film kaanumbol manasilakum aah song meaning  ith palathum parayunnindava vere oru meaningil,Non-sarcastic
ഹ..  ഒരു പാട്ട് നിറയെ മൂക്കുത്തി കണ്ടില്ല!!!,Sarcastic
Ie charithra cinema le nu ie song maatamairunnu,Sarcastic
Evidayo.. oru rakshasan feeling🤔🤔🤔🤔 also bgm,Non-sarcastic
വീണ്ടും റിപ്പീറ്റ്  അടിച്ചിട്ട് കണ്ട് കൊണ്ടിരിക്കുന്നവർക്ക് ലൈക്കിടാനുള്ള കമന്റ്,Non-sarcastic
What a BGM ...stunning ...mammookka,Non-sarcastic
Thrissur pooram trailer  hidden details,Non-sarcastic
2  nadimarod maathre njan ithra fan aayittullu.. 1. manju chechi 2. sunny chechi,Non-sarcastic
Amboo 🥰 🥰🥰 ആരോ ഒരാൾ അല്ല... ന്റെ ഏട്ടൻ .. my big brother,Non-sarcastic
കൂറേ  കാലം  ആയി  നല്ല  ഒരു  വട  കണ്ടിട്ട്   ഈ  പാട്ടീലൂടെ  നല്ല  ഒരു  വട  കണ്ടു  എന്റെ  വക  ഒരു  ബിഗ്  ഹായ്,Sarcastic
ഒരു സിമ്പിൾ ട്രൈലെർ പോസിറ്റീവ് ആണെങ്കിൽ ഏട്ടനും പിള്ളേരും ഈ ഓണം ഇങ്ങ് എടുക്കും,Non-sarcastic
അച്ചന്മാർക്ക് എനർജി വീണാൽ കുഴപ്പം ആണ് കേട്ടോ,Non-sarcastic
Ithum koodi kooty  ente 905 aam view,Non-sarcastic
Dislike butten are stoped....still running for like butten....ettan effect...,Non-sarcastic
നിനക്ക് ഇനി മലയാളം ഇൻഡസ്ടറി കിടന്നു പുളകന് പറ്റും എന്നു തോന്നുടോ??? ഇക്ക അല്ലാതെ പിനെ ആരാടാ,Sarcastic
E Assasincreed  te trailer 2019 lu knnunavr etra perund,Non-sarcastic
Best villain role aanenu thonnunu....trailer kidu kattaku katta,Non-sarcastic
Enta mone ikka vere level   Lalettan fansinte abhivadyangal,Non-sarcastic
ഒരു 120 പോയി കിട്ടി എജ്ജാതി ട്രൈലെർ,Sarcastic
Padam heavy aaNennu arinju trailer veendum kaaanam vannavar ivide like kkolim,Non-sarcastic
Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?,Sarcastic
Eganegilum 12 aam thiyathi aaya mathiyaayirunnu katta waiting,Non-sarcastic
Erian ariyunnavante kayile daivam vadi kodukku hatts of rajuvettan istam,Non-sarcastic
Japan ne patty angane paranjath ottum sheri ayilla...ee dialogue ezhuthyavan odikkunna vandi Japan il undakkiyathanenn orkkanam,Non-sarcastic
